category1,category2,category3,category4,service,issue,agree,disagree,noidea,expSol
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,노후되고 심하게 파손된 위험한 도로를 안전하게 고쳐주세요(광진구 주민참여),공공 안전,3,0,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,아이와 여성도 모두 안전하게 통행할 수 있게 고쳐주세요(동작구 주민참여),공공 안전,6,1,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,"학교 주변 통학로 개선 사업(학교주변 도로정비, 중랑구, 주민참여)",공공 안전,2,0,1,0
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,"친환경 계단정비(노후계단 정비, 종로구, 주민참여)",공공 안전,1,0,2,0
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,이면도로 고지대 및 취약지역 제설용 소형차량 구매(은평구 주민참여),공공 안전,2,0,3,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,사당로 16길 자동염수 살포장치 설치(동작구 주민참여),공공 안전,6,0,3,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,덜컹거리고 울퉁불퉁한 도로를 편안한 도로로 조성(마포구 주민참여),공공 안전,1,1,1,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,차와 사람이 함께 웃는 거여동 마을길 정비(송파구 주민참여),공공 안전,0,1,3,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,어린 학생들이 안전하게 다닐 수 있도록 해주세요(관악구 주민참여),공공 안전,4,0,1,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,노후 파손된 도로를 재포장해 주세요(강남구 주민참여),공공 안전,1,0,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,울퉁불퉁 가파른 우리동네 골목길 이젠 걱정 끝(동작구 주민참여),공공 안전,1,0,2,1
환경보호,상하수도ㆍ수질,하수시설 관리,하수관로 보수보강,공덕 배수분구 내 사각형거 보수보강,공공 안전,2,0,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,아이들이 넘어지지 않는 통학로를 만들어 주세요(도봉구 주민참여),공공 안전,4,0,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,도로가 너무 낡았어요(관악구 주민참여),공공 안전,2,0,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,"핸드레일 하나가 동네 언덕의 높이를 낮춥니다(노후계단 정비, 동작구, 주민참여)",공공 안전,6,1,0,0
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,"병원에 갈수 있게 노후계단 좀 고쳐주세요(노후계단 정비, 구로구 오류동, 주민참여)",공공 안전,1,0,1,0
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,"어르신과 아이들이 위험해요. 계단을 걷기 좋게 고쳐주세요(노후계단 정비, 서대문구, 주민참여)",공공 안전,1,2,1,0
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,"걷고 싶은 행복한 도로(노후 포장도로 정비, 마포구, 주민참여)",공공 안전,0,1,2,0
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,"노후된 포장도로를 정비하여 안전사고 예방 및 주민불편 해소(노후 포장도로 정비,광진구, 주민참여)",공공 안전,3,0,2,0
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,"가파른 위험 골목길 안전바 설치(급경사 계단 정비, 관악구, 주민참여)",공공 안전,3,1,1,0
문화및관광,문화예술,도서관 및 독서문화 진흥,도서관 시설확충,김포가압장 공공도서관 건립 지원,공공 안전,0,2,2,0
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,"서울시민이 즐겨찾는 파손되고 갈라진 아차산 진입도로 정비(광진구, 주민참여)",공공 안전,6,0,1,0
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,"어르신이 걷기 편안한 경로당 입구 계단만들기(경로당 입구 계단정비,용산구, 주민참여)",공공 안전,6,0,2,0
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,"성내천 자전거도로 조명등 설치(송파구, 주민참여)",공공 안전,0,0,2,0
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,"경사가 가파른 신사동 고개 도로 열선 설치(급경사도로 열선 설치, 은평구, 주민참여)",공공 안전,1,1,2,0
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,"사람을 우선하는 보행친화거리 조성(노후 포장도로 정비, 용산구, 주민참여)",공공 안전,3,1,1,0
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,"시장길이 너무 울퉁불퉁해요! 마장축산물시장 도로 정비(성동구, 주민참여)",공공 안전,1,0,2,0
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,"구불구불 사근동 골목길! 계단정비와 핸드레일 설치(노후계단 및 경사로 정비, 성동구 사근동, 주민참여)",공공 안전,2,0,1,0
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,"계단오르기 힘들어요! 건강한 계단으로 만들어주세요(한성대주변 계단 정비, 성북구, 주민참여)",공공 안전,6,0,1,0
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,"경사로에 인도가 필요해요! 안전한 통행로 만들기(경사로 인도 설치, 성동구, 주민참여)",공공 안전,4,0,2,0
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,제설대책추진,공공 안전,2,0,1,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,자치구 위탁관리 도로시설물 보수.보강,공공 안전,3,1,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,도로정보화시스템 유지운영,공공 안전,0,1,1,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,노후 도로조명 개선 사업,공공 안전,4,0,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,도로관리 시설부대비,공공 안전,1,1,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,도로유지 일상관리,공공 안전,1,2,1,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,도로부속시설물 일상 유지관리,공공 안전,4,1,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,방음시설 설치 및 보수.보강,공공 안전,4,1,1,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,"주택가 골목 노후계단 및 주변도로 정비(노후계단 및 도로정비, 강동구, 주민참여)",공공 안전,2,0,2,0
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,도로조명 스마트 디밍 정밀제어 시스템 설치,공공 안전,1,1,2,0
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,"계단폭과 높이가 일정치 않아 위험한 계단정비(노후계단 정비, 관악구 은천로, 주민참여)",공공 안전,3,0,2,0
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,"울퉁불퉁 못난 우리동네 도로를 고쳐주세요(노후 포장도로 정비, 관악구 신원동, 주민참여)",공공 안전,3,0,2,0
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,2015 도로관리시스템  DB갱신사업,공공 안전,9,5,4,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,차량방호울타리 및 중앙분리대 정비사업,공공 안전,2,1,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,"철도건널목(오류1, 항리3) 위탁관리",공공 안전,1,0,3,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,도로사면 붕괴 예방을 위한 보수.보강,공공 안전,2,1,2,1
수송및교통,도로,도로 건설,간선도로망 확충(교통사업특별회계),방화대교남단 접속도로 건설(교통개선분담금 계정),공공 안전,5,0,4,0
수송및교통,도로,도로 건설,간선도로망 확충(교통사업특별회계),동부간선도로(월계1교~녹천교) 확장(교통개선분담금 계정),공공 안전,2,2,3,0
수송및교통,도로,도로 건설,간선도로망 확충(교통사업특별회계),은평새길 민간투자사업(교통개선분담금 계정),공공 안전,1,1,3,0
수송및교통,도로,도로 건설,간선도로망 확충(교통사업특별회계),선사로~고덕지구간 도로확장(교통개선분담금 계정),공공 안전,1,2,2,0
수송및교통,도로,도로 건설,도시고속도로망 확충(교통사업특별회계),올림픽대로~여의도간 진입램프 설치(교통개선분담금 계정),공공 안전,1,0,2,0
수송및교통,도로,도로 건설,광역도로 건설(광역교통시설특별회계),감일~초이간 광역도로 건설,공공 안전,1,0,1,0
수송및교통,도로,도로 건설,간선도로망 확충(교통사업특별회계),남부순환로 ~오정대로 삼거리간 도로개설(교통개선분담금 계정),공공 안전,3,0,2,0
수송및교통,도로,도로 건설,도시고속도로망 확충(교통사업특별회계),강변북로(성산대교~반포대교)확장(교통개선분담금계정),공공 안전,0,3,2,0
수송및교통,도로,재무활동(도시안전실 도로계획과),보전지출,광역도로사업 국고반환금,공공 안전,1,2,1,0
기타,기타,행정운영경비(도시안전실 도로계획과),기본경비,기본경비,공공 안전,4,2,0,0
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,도로 및 도로시설물 손해보험 가입,공공 안전,2,0,2,1
수송및교통,도로,도로시설물 관리,도로 및 도로부속물 관리,가로등 관제센터 운영,공공 안전,4,0,2,1
수송및교통,도로,도로 건설,간선도로망 확충(교통사업특별회계),사천교 확장(교통개선분담금계정),공공 안전,1,1,2,0
수송및교통,도로,도로 건설,간선도로망 확충(교통사업특별회계),제2자유로 종점부(난지도길)입체화(교통개선분담금 계정),공공 안전,2,1,1,0
수송및교통,도로,도로 건설,광역도로 건설(교통사업특별회계),동부간선도로(녹천교~의정부시계)확장(교통개선분담금 계정),공공 안전,0,3,2,0
수송및교통,도로,도로 건설,간선도로망 확충(교통사업특별회계),여의교 확장 및 여의교 남단 교차로 설치(교통개선분담금계정),공공 안전,2,1,1,0
수송및교통,도로,도로 건설,간선도로망 확충(도시개발특별),창신 숭인지역 도로개설 타당성 용역,공공 안전,3,3,2,0
국토및지역개발,지역및도시,공원 녹지정책 개발 및 만족도 개선,공원 유지관리 및 이용활성화,어린이대공원 노후시설 정비,공공 안전,2,0,2,0
수송및교통,도로,도로 건설,간선도로망 확충(도시개발특별),오류동 오리로 확장,공공 안전,4,1,3,0
수송및교통,도로,도로 건설,간선도로망 확충(도시개발특별),남부순환로(개봉사거리) 평탄화,공공 안전,0,1,2,0
수송및교통,도로,도로 건설,간선도로망 확충(도시개발특별),봉화산길(중화역 주변)도로확장,공공 안전,2,1,2,0
수송및교통,도로,도로 건설,간선도로망 확충(도시개발특별),도로와 다른 도로 등과의 연결기준에 관한 연구,공공 안전,2,3,2,0
수송및교통,도로,도로 건설,간선도로망 확충(도시개발특별),서초역~방배로간 도로확장,공공 안전,2,2,3,0
수송및교통,도로,도로 건설,간선도로망 확충(도시개발특별),삼양로 도로확장,공공 안전,2,1,2,0
수송및교통,도로,도로 건설,광역도로 건설(광역교통시설특별회계),사가정길~암사동간도로개설(암사대교건설),공공 안전,0,0,2,0
수송및교통,도로,도로 건설,광역도로 건설(광역교통시설특별회계),동부간선도로(녹천교∼의정부시계)  확장,공공 안전,0,1,2,0
수송및교통,도로,도로 건설,광역도로 건설(광역교통시설특별회계),상도교~호장교간 도로확장,공공 안전,1,1,2,0
